,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,latitude,longitude,town,country
195,2.93,4.07,7.27,11.33,14.69,18.87,20.84,19.89,16.42,12.3,6.97,3.79,46.65264,5.59955,Conliège,France
196,9.88,11.0,12.57,14.22,16.71,18.13,19.72,19.71,19.27,16.94,12.81,11.32,39.47701,-8.34332,Praia do Ribatejo,Portugal
197,7.84,8.57,10.68,13.12,16.05,19.15,21.24,21.09,19.21,16.03,11.49,8.76,44.09353,-1.31921,Saint-Julien-en-Born,France
198,4.94,6.15,9.27,12.5,16.13,20.5,22.61,22.33,18.62,14.66,9.05,5.8,44.06432,1.95788,Cordes-sur-Ciel,France
199,9.59,9.72,11.32,12.71,14.99,17.8,19.7,20.14,18.49,16.41,12.51,10.64,43.23353,-4.39832,Rionansa,España
200,5.0,5.65,8.36,11.2,14.51,18.48,20.15,19.89,16.64,13.09,8.41,5.55,46.29857,0.1783,Valence-en-Poitou,France
201,6.59,7.49,10.28,12.92,16.21,19.89,21.51,21.39,18.58,14.91,10.03,7.28,44.77655,-0.34809,Créon,France
202,3.97,4.31,6.96,9.62,12.82,17.31,19.34,18.91,15.17,11.92,7.2,5.15,46.45903,1.60571,Cuzion,France
203,4.75,5.75,8.15,11.28,14.38,17.95,19.96,19.21,16.21,12.74,8.17,5.39,47.24089,-0.0226,Saumur,France
204,9.06,9.82,11.5,13.46,15.86,18.88,21.02,21.26,19.32,16.9,12.65,10.55,43.28942,-1.50419,Urdazubi/Urdax,España
205,6.87,7.99,10.42,13.25,16.23,19.55,21.43,21.27,18.85,15.31,10.26,7.7,43.71435,-1.04945,Dax,France
206,8.83,10.0,12.17,14.16,17.94,21.79,24.12,24.42,21.73,17.72,12.22,9.75,38.7005,-8.06401,Arraiolos,Portugal
207,5.22,6.17,8.84,11.27,14.62,18.4,19.91,19.96,17.3,13.86,8.55,6.17,42.89361,-0.11256,Cauterets,France
208,9.57,10.51,12.3,13.76,16.36,18.82,20.33,20.83,19.64,16.97,12.46,10.62,40.11313,-8.49521,Condeixa-a-Nova,Portugal
209,8.27,8.61,10.39,11.87,14.24,17.09,18.79,19.36,17.88,15.75,11.41,9.51,43.30792,-2.01442,Donostia - San Sebastián,España
210,6.14,7.24,8.92,11.12,14.15,17.07,18.98,19.07,16.91,13.66,9.12,7.58,43.56322,-7.25775,Foz,España
211,2.02,3.82,5.93,9.16,13.04,17.74,19.85,19.25,15.03,10.69,5.76,3.66,48.24051,5.60792,Bourmont-entre-Meuse-et-Mouzon,France
212,6.54,6.73,8.28,10.37,13.09,15.97,17.77,17.57,15.93,13.13,9.68,7.03,48.45451,-2.02963,Lanvallay,France
213,5.22,6.17,8.84,11.27,14.62,18.4,19.91,19.96,17.3,13.86,8.55,6.17,42.98787,-0.4224,Laruns,France
214,12.4,13.13,14.81,16.58,19.52,22.29,24.31,24.49,22.44,19.92,15.64,13.59,37.16536,-7.51994,Vila Nova de Cacela,Portugal
215,5.88,7.25,9.72,13.25,17.68,22.45,24.92,24.45,20.27,15.78,11.52,7.12,43.52395,13.43666,Offagna,Italia
216,3.9,4.58,7.27,9.98,13.24,16.65,18.44,18.24,15.39,11.68,7.15,4.85,49.92636,2.92651,Péronne,France
217,3.28,4.89,7.72,10.16,14.05,18.6,20.76,20.41,17.14,12.3,6.88,4.19,42.51855,-4.74117,Saldaña,España
218,10.11,11.71,12.9,13.71,16.91,17.76,20.01,20.05,19.87,17.11,13.58,12.47,38.91809,-9.3835,São João das Lampas e Terrugem,Portugal
219,9.06,9.82,11.5,13.46,15.86,18.88,21.02,21.26,19.32,16.9,12.65,10.55,43.31207,-1.58398,Sare,France
220,2.84,6.59,7.56,11.18,15.49,20.46,21.37,21.36,17.09,12.66,6.76,4.28,48.23335,7.40611,Orschwiller,France
221,5.41,6.48,9.39,11.75,15.23,19.61,21.47,21.69,18.69,14.79,9.16,5.98,42.52634,-1.68285,Tafalla,España
222,4.18,9.0,10.06,12.57,17.93,22.62,25.49,25.1,20.74,16.0,9.58,6.92,42.16312,0.89043,Tremp,España
223,2.73,5.13,9.32,13.75,18.56,23.44,25.37,24.88,19.84,14.4,8.87,3.69,45.43375,10.97838,Verona,Italia
224,6.87,7.99,10.42,13.25,16.23,19.55,21.43,21.27,18.85,15.31,10.26,7.7,43.7793,-1.40689,Vieux-Boucau-les-Bains,France
225,4.24,6.62,9.66,12.27,16.9,21.36,24.23,23.19,19.29,14.63,8.3,5.81,41.49793,-5.74347,Zamora,España
226,3.21,3.48,5.65,9.34,13.05,15.88,17.78,17.53,14.48,11.21,7.29,3.93,52.72125,6.07499,Giethoorn,Nederland
227,7.11,8.16,10.63,13.15,16.82,21.52,23.89,23.78,20.24,16.68,11.35,7.98,42.1523,2.54679,Santa Pau,España
228,8.23,8.94,10.99,12.94,15.54,18.64,20.55,20.74,18.78,16.17,11.54,9.38,43.59621,-1.45486,Labenne,France
229,1.52,2.47,5.8,10.4,14.8,18.72,20.1,19.55,14.89,10.27,5.63,2.55,49.80102,10.16844,Dettelbach,Deutschland
230,5.5,5.99,7.5,9.69,12.72,15.57,17.52,17.77,15.84,13.04,9.18,6.3,49.93013,1.0866,Dieppe,France
231,3.23,4.41,7.2,10.67,14.48,18.6,20.35,19.84,15.81,12.04,7.19,4.12,46.48085,3.97131,Digoin,France
232,0.32,2.68,3.79,6.2,12.16,18.63,18.68,18.16,13.94,10.63,4.56,1.87,49.07818,10.32908,Dinkelsbühl,Deutschland
233,4.82,5.89,9.01,11.95,15.22,19.3,20.94,20.65,17.23,13.77,8.6,5.77,44.80049,1.22165,Domme,France
234,4.78,5.89,8.69,11.18,14.48,18.46,20.04,20.04,16.99,13.5,8.14,5.57,42.87535,0.97549,Bonac-Irazein,France
235,5.5,5.99,7.5,9.69,12.72,15.57,17.52,17.77,15.84,13.04,9.18,6.3,50.05831,1.36404,Le Tréport,France
236,1.5,2.59,5.84,9.89,13.58,17.31,18.87,18.43,14.62,10.39,5.72,2.58,49.4717,6.07812,Dudelange,Lëtzebuerg
237,8.57,9.23,11.64,14.32,17.92,22.48,24.85,24.57,21.0,17.2,12.22,9.18,42.86144,2.5655,Duilhac-sous-Peyrepertuse,France
238,3.55,4.97,7.38,9.84,14.05,19.17,21.98,20.99,16.97,12.6,6.96,4.42,41.9526,-2.92624,Duruelo de la Sierra,España
239,7.94,8.39,10.0,11.34,13.76,16.59,18.41,18.78,17.18,14.62,10.41,8.78,43.27809,-5.67451,Llangréu/Langreo,España
240,7.94,8.39,10.0,11.34,13.76,16.59,18.41,18.78,17.18,14.62,10.41,8.78,43.28637,-5.63889,Samartín del Rei Aurelio,España
241,7.94,8.39,10.0,11.34,13.76,16.59,18.41,18.78,17.18,14.62,10.41,8.78,42.9565,-6.09289,Cabrillanes,España
242,12.71,14.44,15.46,16.85,20.23,21.73,24.54,25.02,23.76,21.16,16.87,14.86,36.59877,-6.22103,El Puerto de Santa María,España
243,6.03,7.07,9.89,12.47,16.25,20.76,22.74,22.55,19.08,14.82,9.48,6.37,42.51499,-2.61568,Elciego,España
244,6.05,6.45,8.14,10.75,13.45,16.65,18.78,17.92,15.9,12.97,9.02,6.63,47.73905,-2.58073,Elven,France
245,7.11,8.16,10.63,13.15,16.82,21.52,23.89,23.78,20.24,16.68,11.35,7.98,41.85776,3.11505,Palamós,España
246,4.78,5.89,8.69,11.18,14.48,18.46,20.04,20.04,16.99,13.5,8.14,5.57,42.53263,1.57858,Encamp,Andorra
247,7.66,9.74,11.8,14.41,17.79,20.65,23.49,23.15,20.33,16.06,10.69,8.7,41.93261,-8.12141,Entrimo,España
248,6.35,7.25,9.88,12.73,16.28,20.59,23.16,22.78,19.33,15.37,10.27,7.31,42.93374,2.21584,Espéraza,France
249,9.59,9.72,11.32,12.71,14.99,17.8,19.7,20.14,18.49,16.41,12.51,10.64,43.08566,-3.55759,Espinosa de los Monteros,España
250,6.16,7.14,9.8,12.36,15.69,19.2,20.7,20.56,18.06,14.67,9.53,7.09,42.97912,-0.74806,Arette,France
251,2.28,4.17,8.1,12.65,16.0,20.3,22.0,21.03,17.31,12.67,6.77,2.88,45.02367,6.12393,Mont-de-Lans,France
252,9.69,10.51,12.13,13.94,16.16,17.61,19.17,19.13,18.66,16.78,12.35,10.9,40.75409,-8.56634,Estarreja,Portugal
253,5.57,5.75,7.57,9.99,12.82,15.78,17.83,17.71,15.92,13.16,9.22,6.42,49.70039,0.21611,Étretat,France
254,2.52,3.41,6.85,11.05,14.69,19.09,20.81,20.29,15.95,11.27,6.7,3.81,48.93586,8.41746,Ettlingen,Deutschland
255,9.84,10.08,11.54,12.81,15.24,17.85,19.56,19.84,18.53,15.79,12.15,10.63,43.39611,-8.07639,Monfero,España
256,4.49,5.31,7.94,11.3,14.62,18.2,20.13,19.84,16.53,12.87,8.15,5.23,48.87739,2.78579,Chessy,France
257,5.41,6.48,9.39,11.75,15.23,19.61,21.47,21.69,18.69,14.79,9.16,5.98,42.39275,-1.79573,Falces,España
258,2.33,4.26,6.3,8.97,11.53,16.51,18.27,18.19,14.82,11.55,7.48,3.06,54.94865,11.98694,Vordingborg Kommune,Danmark
259,9.88,11.0,12.57,14.22,16.71,18.13,19.72,19.71,19.27,16.94,12.81,11.32,39.63222,-8.67272,Ourém,Portugal
260,1.69,3.3,6.98,10.99,14.48,18.87,20.81,20.13,15.82,11.35,6.1,2.5,45.74963,6.28631,Faverges-Seythenex,France
261,5.57,5.75,7.57,9.99,12.82,15.78,17.83,17.71,15.92,13.16,9.22,6.42,49.76029,0.37427,Fécamp,France
262,2.17,3.33,6.64,10.69,14.84,18.91,20.24,19.66,15.44,11.27,6.29,3.09,47.48877,7.31173,Ferrette,France
263,10.81,10.98,12.04,13.02,15.09,17.34,18.92,19.42,18.53,16.41,13.12,11.68,43.49342,-8.24015,Ferrol,España
264,0.6,2.55,1.84,5.27,9.38,14.81,17.13,16.48,12.66,8.76,3.68,1.94,44.1654,8.33785,Finale Ligure,Italia
265,-1.2,-1.35,0.86,3.58,7.32,12.01,14.03,14.03,10.32,7.07,2.29,0.27,44.32586,3.59044,Florac Trois Rivières,France
266,7.51,7.95,9.56,10.98,13.43,16.31,18.08,18.32,16.93,13.95,9.92,8.37,42.79736,-8.58452,Teo,España
267,6.14,7.24,8.92,11.12,14.15,17.07,18.98,19.07,16.91,13.66,9.12,7.58,43.34309,-6.8519,Illano,España
268,5.36,6.21,9.18,12.09,15.77,19.66,21.34,20.84,17.37,13.83,8.89,5.9,44.56051,-0.02138,Fontet,France
269,5.11,5.77,7.9,10.82,13.87,17.36,19.45,18.68,16.11,12.74,8.3,5.66,48.35518,-1.21102,Fougères,France
270,6.53,7.15,9.43,12.15,15.16,18.53,20.59,20.02,17.95,14.78,10.56,7.45,45.98174,-1.087,Fouras,France
271,5.52,6.67,9.62,12.54,16.15,20.16,22.11,21.64,18.45,14.54,9.3,6.28,43.99403,0.22974,Fourcès,France
272,9.88,11.0,12.57,14.22,16.71,18.13,19.72,19.71,19.27,16.94,12.81,11.32,39.42841,-9.2201,Foz do Arelho,Portugal
273,8.87,10.73,13.62,16.04,20.4,24.65,26.98,27.02,23.72,18.8,12.85,9.8,38.16982,-6.64944,Fregenal de la Sierra,España
274,4.95,5.71,8.15,10.35,13.52,17.34,19.14,19.27,16.62,13.17,8.34,5.64,42.76033,-3.29598,Frías,España
275,2.77,3.97,7.21,11.18,15.23,19.29,20.66,20.14,15.92,11.65,6.81,3.82,47.99943,7.82561,Freiburg im Breisgau,Deutschland
276,3.54,4.74,7.51,9.81,13.72,18.22,20.74,20.57,16.99,12.52,6.97,4.46,42.26485,-4.41215,Frómista,España
277,0.74,1.85,4.75,8.87,13.02,16.93,18.07,17.6,13.1,9.42,5.24,1.59,50.55692,9.66611,Fulda,Deutschland
278,4.82,5.89,9.01,11.95,15.22,19.3,20.94,20.65,17.23,13.77,8.6,5.77,44.49813,0.97209,Fumel,France
279,-11.76,-10.32,-10.27,-7.52,-4.43,0.36,2.67,2.55,-0.59,-3.39,-7.56,-9.38,45.70166,7.87278,Gaby,Italia
280,0.63,1.06,4.35,8.15,12.28,16.69,18.02,17.77,13.45,9.26,4.39,2.1,49.00229,9.76614,Gaildorf,Deutschland
281,-2.12,-0.26,3.62,8.14,12.18,16.1,17.25,16.83,12.75,8.63,3.12,-1.16,47.50466,11.10716,Garmisch-Partenkirchen,Deutschland
282,5.22,6.17,8.84,11.27,14.62,18.4,19.91,19.96,17.3,13.86,8.55,6.17,42.73823,-0.01932,Gavarnie-Gèdre,France
283,3.23,4.41,7.2,10.67,14.48,18.6,20.35,19.84,15.81,12.04,7.19,4.12,46.57769,4.23505,Génelard,France
284,5.57,6.57,9.95,13.76,17.65,22.34,24.9,23.74,19.5,15.39,9.71,6.05,43.91512,5.19763,Gordes,France
285,7.28,8.33,10.65,13.69,17.44,21.69,24.4,23.68,20.2,16.41,11.55,8.07,43.57368,2.96758,Mons,France
286,4.82,5.89,9.01,11.95,15.22,19.3,20.94,20.65,17.23,13.77,8.6,5.77,44.73399,1.38481,Gourdon,France
287,6.14,7.24,8.92,11.12,14.15,17.07,18.98,19.07,16.91,13.66,9.12,7.58,43.21565,-6.87588,Grandas de Salime,España
288,11.28,12.19,14.2,16.29,19.99,24.43,26.84,26.67,23.67,19.87,14.96,12.22,39.9799,0.02274,Castelló de la Plana,España
289,8.8,9.4,11.48,14.07,17.37,21.35,24.0,23.6,20.69,17.41,12.71,9.8,43.09594,3.11004,Gruissan,France
290,6.83,7.35,9.32,11.92,14.66,17.69,19.39,18.78,17.47,14.98,10.74,7.49,47.3338,-2.42041,Guérande,France
291,6.14,7.24,8.92,11.12,14.15,17.07,18.98,19.07,16.91,13.66,9.12,7.58,43.17727,-7.87941,Guitiriz,España
292,2.28,2.88,5.51,9.63,13.33,16.85,18.82,18.54,14.57,10.73,6.56,3.6,52.09552,9.35982,Hameln,Deutschland
293,2.58,3.28,5.15,7.15,13.23,19.27,19.14,18.97,15.1,11.84,6.53,3.04,51.42018,9.64856,Hann. Münden,Deutschland
294,4.0,4.59,6.91,10.1,13.5,16.79,18.36,18.15,15.15,12.07,7.88,5.29,50.84602,3.31089,Harelbeke,België / Belgique / Belgien
295,-1.66,-1.01,2.66,7.11,10.53,14.34,16.12,15.92,11.87,7.63,3.35,-0.06,50.56852,9.34615,Herbstein,Deutschland
296,1.94,2.56,4.33,6.42,12.46,18.62,18.66,18.59,14.51,10.97,5.83,2.6,51.02763,9.41451,Homberg (Efze),Deutschland
297,3.55,4.97,7.38,9.84,14.05,19.17,21.98,20.99,16.97,12.6,6.96,4.42,41.8439,-3.16446,Hontoria del Pinar,España
298,5.41,6.48,9.39,11.75,15.23,19.61,21.47,21.69,18.69,14.79,9.16,5.98,42.77624,-1.38536,Lónguida/Longida,España
299,-0.74,1.18,4.94,10.23,14.35,18.93,20.65,19.81,15.08,10.12,5.34,0.28,46.16882,14.42246,Medvode,Slovenija
300,-3.98,-2.0,1.79,7.36,12.04,15.77,17.24,16.89,12.0,7.47,2.84,-2.3,49.161,20.29344,Vysoké Tatry,Slovensko
301,6.26,8.31,11.11,14.06,18.6,23.86,26.79,26.21,21.56,16.63,10.22,7.26,37.18611,-4.03972,Huétor Tájar,España
302,1.26,2.36,4.04,6.09,12.53,18.78,18.9,18.45,14.38,11.34,5.4,1.98,50.86823,10.96335,Ichtershausen,Deutschland
303,9.67,10.48,12.25,14.01,16.56,19.19,20.99,20.97,19.41,16.36,12.17,10.41,42.53566,-8.8693,A Illa de Arousa,España
304,8.27,8.61,10.39,11.87,14.24,17.09,18.79,19.36,17.88,15.75,11.41,9.51,43.29782,-1.97101,Donostia - San Sebastián,España
305,12.21,13.11,14.72,16.67,19.7,23.06,25.71,26.43,23.84,20.32,15.78,13.32,37.26221,-1.85359,Vera,España
306,6.59,7.49,10.28,12.92,16.21,19.89,21.51,21.39,18.58,14.91,10.03,7.28,44.5446,-0.25736,Langon,France
307,4.4,7.87,9.52,12.08,16.91,21.96,24.8,24.38,19.82,15.29,8.98,5.7,42.56766,-0.54552,Jaca,España
308,10.39,11.41,13.57,15.81,19.43,23.66,26.32,26.53,23.4,19.46,14.24,11.27,39.18758,-1.07611,Jalance,España
309,6.02,6.43,8.44,10.86,13.99,17.34,19.01,18.62,16.3,13.05,9.11,6.49,47.62161,-1.61161,Jans,France
310,-8.57,-8.55,-3.98,1.45,7.57,13.35,16.65,14.73,9.72,3.45,-1.76,-5.55,65.14335,21.50917,Jävre,Sverige
311,-0.16,0.17,1.93,4.76,9.06,12.35,13.93,13.7,11.25,7.8,4.25,1.16,59.0173,6.0439,Jørpeland,Norge
312,6.05,6.45,8.14,10.75,13.45,16.65,18.78,17.92,15.9,12.97,9.02,6.63,47.95631,-2.55029,Josselin,France
313,4.17,4.77,7.11,9.92,12.98,16.36,18.12,17.81,15.12,11.73,7.54,4.74,49.4308,0.81484,Jumièges,France
314,-0.08,0.27,2.4,6.28,11.1,15.78,17.94,16.86,13.22,8.83,5.31,1.58,56.68133,16.38084,Kalmar,Sverige
315,0.11,-0.01,2.14,6.32,11.2,15.25,17.55,16.6,12.98,8.39,4.99,1.54,56.16987,15.59416,Karlskrona,Sverige
316,2.84,6.59,7.56,11.18,15.49,20.46,21.37,21.36,17.09,12.66,6.76,4.28,48.13608,7.26188,Kaysersberg-Vignoble,France
317,2.69,5.46,8.12,10.85,16.34,21.07,20.88,21.84,16.13,12.36,7.27,4.23,48.5634,7.8165,Kehl,Deutschland
318,6.05,6.45,8.14,10.75,13.45,16.65,18.78,17.92,15.9,12.97,9.02,6.63,47.52218,-2.8584,Saint-Gildas-de-Rhuys,France
319,3.61,3.91,6.04,9.45,13.21,16.35,18.16,17.67,14.78,11.61,7.49,4.17,52.01281,4.71607,Gouda,Nederland
320,9.24,9.73,11.87,13.61,16.28,19.52,21.35,21.71,19.82,17.14,12.48,10.34,43.25968,-2.96401,Bilbao,España
321,1.0,3.02,6.69,11.8,15.95,20.17,21.68,21.21,16.18,11.04,6.62,2.18,48.33522,16.29915,Gemeinde Klosterneuburg,Österreich
322,10.57,11.81,14.23,16.68,20.55,25.09,27.47,27.33,23.78,19.69,14.25,10.93,40.65913,0.67527,Amposta,España
323,3.52,4.96,7.79,10.47,14.79,19.26,21.38,20.8,17.07,12.66,7.05,4.36,40.48848,-6.11623,La Alberca,España
324,3.87,5.68,8.45,10.78,14.92,20.0,22.6,22.26,18.43,13.46,7.5,4.71,41.91119,-4.78079,Ampudia,España
325,6.54,6.73,8.28,10.37,13.09,15.97,17.77,17.57,15.93,13.13,9.68,7.03,48.60376,-1.47701,Pontorson,France
326,4.93,6.76,9.52,12.37,16.77,22.31,25.8,25.16,20.32,15.38,8.9,5.91,39.39714,-2.43577,San Clemente,España
327,6.83,7.35,9.32,11.92,14.66,17.69,19.39,18.78,17.47,14.98,10.74,7.49,46.96568,-2.21501,La Guérinière,France
328,3.77,5.86,8.92,11.44,16.05,21.38,24.38,23.22,18.58,13.75,7.71,4.61,39.89176,-0.95707,La Yesa,España
329,7.94,8.39,10.0,11.34,13.76,16.59,18.41,18.78,17.18,14.62,10.41,8.78,43.15947,-6.10098,Teverga,España
330,11.9,13.43,16.07,18.9,23.05,27.65,30.24,29.95,26.07,21.7,15.79,12.63,37.9593,-2.4313,Puebla de Don Fadrique,España
331,5.81,6.3,8.44,10.97,14.24,17.73,19.5,19.03,16.61,13.38,9.22,6.47,46.6683,-1.4184,La Roche-sur-Yon,France
332,10.57,11.81,14.23,16.68,20.55,25.09,27.47,27.33,23.78,19.69,14.25,10.93,40.41604,0.1727,la Salzadella,España
333,4.78,5.89,8.69,11.18,14.48,18.46,20.04,20.04,16.99,13.5,8.14,5.57,42.35876,1.46506,la Seu d'Urgell,España
334,6.54,8.18,9.1,12.35,15.88,20.25,23.27,23.08,19.61,16.12,11.24,8.29,44.10417,9.85907,La Spezia,Italia
335,7.89,8.54,10.68,13.3,16.29,19.56,21.63,21.46,19.31,16.13,11.66,8.83,44.65154,-1.1481,La Teste-de-Buch,France
336,4.82,5.89,9.01,11.95,15.22,19.3,20.94,20.65,17.23,13.77,8.6,5.77,44.82434,1.18395,La Roque-Gageac,France
337,4.95,5.71,8.15,10.35,13.52,17.34,19.14,19.27,16.62,13.17,8.34,5.64,42.58719,-2.79458,Labastida/Bastida,España
338,7.84,8.57,10.68,13.12,16.05,19.15,21.24,21.09,19.21,16.03,11.49,8.76,44.32886,-1.15096,Gastes,France
339,4.26,5.17,8.5,11.57,14.48,18.36,20.96,20.65,16.81,12.86,8.26,5.5,48.93806,5.71451,Heudicourt-sous-les-Côtes,France
340,4.36,5.0,7.65,10.81,14.14,17.87,20.31,19.58,16.44,12.63,7.85,5.06,47.47935,1.31891,Le Controis-en-Sologne,France
341,7.28,8.33,10.65,13.69,17.44,21.69,24.4,23.68,20.2,16.41,11.55,8.07,43.64677,3.38939,Clermont-l'Hérault,France
342,6.6,7.44,9.91,12.55,15.74,19.12,21.03,20.79,18.11,14.76,10.37,7.56,44.48619,-1.08447,Sanguinet,France
343,2.19,3.24,6.85,10.9,14.72,19.27,20.91,20.11,16.05,11.64,6.38,3.03,46.46733,5.69212,Maisod,France
344,-0.92,2.15,2.69,5.57,8.55,14.29,16.13,15.49,12.01,8.64,3.63,1.22,46.8125,6.30367,Saint-Point-Lac,France
345,12.4,13.13,14.81,16.58,19.52,22.29,24.31,24.49,22.44,19.92,15.64,13.59,37.11581,-8.67895,Lagos,Portugal
346,6.35,7.25,9.88,12.73,16.28,20.59,23.16,22.78,19.33,15.37,10.27,7.31,43.09275,2.62028,Lagrasse,France
347,8.75,8.4,9.06,10.38,12.33,14.53,16.22,16.32,15.32,13.59,11.29,9.48,48.44747,-4.77684,Lampaul-Plouarzel,France
348,6.89,6.86,7.97,9.86,12.48,14.92,16.9,16.48,14.95,12.86,9.69,7.53,48.49433,-4.03826,Lampaul-Guimiliau,France
349,9.59,9.72,11.32,12.71,14.99,17.8,19.7,20.14,18.49,16.41,12.51,10.64,43.2176,-3.43927,Lanestosa,España
350,-0.97,-0.86,1.33,6.07,11.15,15.98,18.31,17.24,12.69,7.91,3.93,0.92,59.32021,18.03195,Stockholm,Sverige
351,6.59,7.49,10.28,12.92,16.21,19.89,21.51,21.39,18.58,14.91,10.03,7.28,44.52666,-0.21663,Langon,France
352,4.94,6.15,9.27,12.5,16.13,20.5,22.61,22.33,18.62,14.66,9.05,5.8,43.70418,2.12998,Lautrec,France
353,8.57,9.23,11.64,14.32,17.92,22.48,24.85,24.57,21.0,17.2,12.22,9.18,42.52724,2.83773,Le Boulou,France
354,7.28,8.33,10.65,13.69,17.44,21.69,24.4,23.68,20.2,16.41,11.55,8.07,43.28591,3.51746,Agde,France
355,6.71,7.89,8.78,9.6,11.98,15.44,18.01,17.68,15.98,13.97,10.14,7.52,48.708,-3.82716,Le Diben,France
356,10.13,10.2,11.68,13.99,17.41,21.34,24.02,24.07,21.21,17.83,14.01,11.2,43.15187,6.43199,Le Lavandou,France
357,6.13,7.05,9.79,12.67,16.05,19.6,21.4,21.03,18.12,14.47,9.81,6.86,45.54596,-1.05453,Le Verdon-sur-Mer,France
358,9.24,9.73,11.87,13.61,16.28,19.52,21.35,21.71,19.82,17.14,12.48,10.34,43.35839,-2.5072,Lekeitio,España
359,5.36,6.21,9.18,12.09,15.77,19.66,21.34,20.84,17.37,13.83,8.89,5.9,44.88311,0.52525,Lembras,France
360,3.28,4.89,7.72,10.16,14.05,18.6,20.76,20.41,17.14,12.3,6.88,4.19,42.60462,-5.58494,León,España
361,7.11,8.16,10.63,13.15,16.82,21.52,23.89,23.78,20.24,16.68,11.35,7.98,42.23575,2.28419,Sant Joan de les Abadesses,España
362,8.57,9.23,11.64,14.32,17.92,22.48,24.85,24.57,21.0,17.2,12.22,9.18,42.56351,2.06857,Les Angles,France
363,-1.76,0.35,1.29,4.66,10.38,14.21,16.8,15.54,11.86,7.33,1.71,-2.65,44.93427,6.73533,Montgenèvre,France
364,7.24,8.4,10.25,11.69,14.85,18.41,20.06,20.12,18.6,16.32,11.75,8.2,46.22943,-1.4834,Les Portes-en-Ré,France
365,4.77,6.89,9.1,11.93,15.58,19.61,21.33,20.99,16.72,13.63,8.1,6.11,44.93885,1.00952,Les Eyzies,France
366,8.8,9.4,11.48,14.07,17.37,21.35,24.0,23.6,20.69,17.41,12.71,9.8,42.91385,3.01995,Leucate,France
367,8.8,9.4,11.48,14.07,17.37,21.35,24.0,23.6,20.69,17.41,12.71,9.8,42.90023,3.05271,Leucate,France
368,0.25,1.4,5.14,9.38,13.65,17.78,18.9,18.36,14.13,10.0,4.74,1.34,47.55847,9.70041,Lindau (Bodensee),Deutschland
369,4.94,6.15,9.27,12.5,16.13,20.5,22.61,22.33,18.62,14.66,9.05,5.8,43.86204,1.81846,Lisle-sur-Tarn,France
370,9.38,9.93,12.09,13.8,16.4,19.48,21.4,21.73,19.84,17.32,12.68,10.48,43.26799,-1.90135,Errenteria,España
371,2.57,5.06,9.06,13.02,17.01,21.68,23.89,22.95,18.96,13.61,7.95,3.33,45.41292,7.46294,Locana,Italia
372,7.11,7.06,8.49,10.64,13.22,15.98,17.62,17.23,15.49,12.96,9.9,7.68,48.09817,-4.2124,Locronan,France
373,6.03,7.07,9.89,12.47,16.25,20.76,22.74,22.55,19.08,14.82,9.48,6.37,42.47809,-2.45729,Logroño,España
374,7.86,9.5,12.11,14.64,19.2,24.39,27.39,27.2,23.09,17.76,11.61,8.71,39.33305,-5.47919,Polígono industrial de Logrosán,España
375,10.87,12.21,14.54,16.91,20.73,25.14,27.84,27.83,24.39,20.22,14.66,11.65,38.07944,-1.25806,Lorquí,España
376,6.77,7.69,10.19,13.14,17.08,21.69,24.18,24.26,20.45,16.44,11.96,7.95,43.84024,10.4886,Lucca,Italia
377,4.52,6.79,9.82,14.6,18.74,23.47,25.98,25.19,21.5,16.82,10.55,5.46,45.46066,10.63311,Sirmione,Italia
378,6.14,7.24,8.92,11.12,14.15,17.07,18.98,19.07,16.91,13.66,9.12,7.58,43.00445,-7.56139,Lugo,España
379,7.94,8.39,10.0,11.34,13.76,16.59,18.41,18.78,17.18,14.62,10.41,8.78,43.40706,-5.81086,Siero,España
380,7.66,9.74,11.8,14.41,17.79,20.65,23.49,23.15,20.33,16.06,10.69,8.7,42.40932,-7.72207,Nogueira de Ramuín,España
381,1.05,4.07,7.06,10.84,15.18,19.99,22.28,21.19,16.91,12.3,5.25,0.07,45.43396,7.22823,Ceresole Reale,Italia
382,9.67,10.48,12.25,14.01,16.56,19.19,20.99,20.97,19.41,16.36,12.17,10.41,42.63352,-8.85318,Abanqueiro,España
383,4.66,6.18,8.84,11.11,15.02,19.43,22.02,21.81,18.35,13.35,7.84,5.29,41.53762,-6.95713,Macedo de Cavaleiros,Portugal
384,3.28,4.89,7.72,10.16,14.05,18.6,20.76,20.41,17.14,12.3,6.88,4.19,43.04908,-5.18356,Maraña,España
385,2.85,4.69,8.71,12.55,16.71,21.29,22.95,22.13,17.97,13.13,7.91,3.47,45.91843,9.31547,Mandello del Lario,Italia
386,1.83,2.39,5.44,9.77,13.64,17.46,18.91,18.21,14.17,9.84,5.7,2.79,50.80368,8.77528,Marburg,Deutschland
387,6.77,7.69,10.19,13.14,17.08,21.69,24.18,24.26,20.45,16.44,11.96,7.95,43.67857,10.27903,Pisa,Italia
388,10.48,12.04,11.74,14.0,18.54,23.18,25.86,25.86,22.98,18.84,15.22,12.74,42.86634,9.34382,Barrettali,France
389,3.71,4.02,5.93,9.08,12.58,15.74,17.73,17.61,14.74,11.49,7.39,4.41,52.4565,5.10465,Marken,Nederland
